ss	seed	unique	Min Helix	Generation
...(((((.((((.(.(((.(.....).))).).)))))))))((((((((........))))))))...((((((.(.....).))))))...((((((......))))))....(((((((...(((((....))))).)))))))..	linearbp	80	1	MFE
...(((((((..((((....((.((((((.....))))))))..)))).........(((((((.....)))))))......)))))))((.(((....))).))((.((.(.(.((....((((.....))))...))).).)).))..	linearbp	197	1	MFE
.((...((((((((((..(((((.......))))).).)))).))..)))...))((.((.((((..((((.(((((((..(((((..(((((....)))))...))))).........)))))))...))))....)))).)).))...	linearbp	0	1	MFE
((((((..((((.....)))).))))))..(((((((....((((.(((((((((((....(((((((.(((.(((.....))).))).))).).)))))))...................)))))))..)))).....)))))))....	linearbp	1654	1	MFE
((((((((.....))...((((((((((((...((((....))))))))))))).)))...))))))..............((((((....((((((....).)))))....)))))).......(((..((((......)))))))...	linearbp	657	1	MFE
.(((((((((((.......(((((((((((..........((((.(((((.((.(......).)).)))))...))))))))))))).))))))))))))).......((((.....))))..(((.....)))((((......))))..	linearbp	1096	1	MFE
.........(((((((((((((......)))........((((.(..((((......))))..)))))(((.(((((((....((((((......)))).))....)))))))))).......)).)).))))))...............	linearbp	890	1	MFE
..(((.(((((((...))))))).)))((((...)))).(((((((..((.(((......))).)).....(((((((((((((((..(((((.....)))))............))).)...))))))))....)))..)))))))...	linearbp	921	1	MFE
.....(((...((....((..((((((.(.(.....).)))))))..))....))...)))....(((.......)))((((.........)))).((((((...(.(((........))).)....)))))).................	linearbp	0	1	MFE
((((((...((((((((.(...........(((((.......))))).....(((((.((........)).))))).).))))))))))))))((((...(((((..(((((...)))))...))))).)))).....(((....)))..	linearbp	0	1	MFE
.((((..(((((.((.((((((..((....))...)))))).).).)))))...))))..((((((..((((..(....((.(((((((..((((..((((.....))))..))))..))).)))).))..)..))))))))))......	linearbp	0	1	MFE
.....((.(((......((.((((.(((((((..(........((((((((.......)))..)))))...........)..))))))).).))).))...))).)).((((...(((.(((((..(((...)))))))))))..)))).	linearbp	0	1	MFE
..(((...)))...((((((((.(((....((((((((((((.(((.........((((....))))......))).))))))))))))...)).).)))))).)).(((((((.....)))))))....(((((.......)))))...	linearbp	1332	1	MFE
((.((((...((..((((...........((((....))))(((((.(((..((((.....(......)....))))..))))))))..))))..)))))))).((((...((((.....)))).))))(((((((...)).)))))...	linearbp	0	1	MFE
(((((.(.(((((((.(((........))).))))...))).)))))).((.(((((.....))))).))(((((((((((((..((((((...........((((....))))...........))))))..))))))))...))))).	linearbp	1909	1	MFE
.......((((((......(((....(((.....))).......))).....))))))((((.((((((((((.((((.....(((((((((....)))))..).)))))))))))........((((....)))))))))).))))...	linearbp	601	1	MFE
((((.....((((..(((((....((((((.(((....))).)))))).(((...(((((........)))))))).)))))..))))..))))....(.((((((((....(((((...))))).....))))..)))).)........	linearbp	0	1	MFE
(((.(.....).)))...(((.((((((..((..(((((.(((((((((.((((((........)).)))))))))).))).))..))).....))..)))))).))).(((((....(((.((....))...)))...)))))......	linearbp	137	1	MFE
.............(((.((((..(.(((....))).)..)))).)))..((((.((.(..(.(((........))).)..).)).)))).((((((((((((((...)))))(((........))).......))))))....)))....	linearbp	0	1	MFE
(.(((((((....(.((((.......)))))))))))).)((((.........(((....))).......))))...(.(((((((((((.((.....((.(..(((((...)))))..))).....)).))))).)))))).)......	linearbp	0	1	MFE
.....((((..(((...)))..))))(((((((.(.((((.(((..((((((...)))))).)))((((((..((((.(.((((((...((......))...)))))).).))))....))))))........)))).).)))))))...	linearbp	1636	1	MFE
...((((((....(((.((.(((.((((......)))).))..).)).)))....(((..((((.(((((.((((...))))...)))...)).))))..))).((((...))))..(((((((........))))))))))))).....	linearbp	0	1	MFE
(((..(((((((........(((((((..............))))))).......)))))))(((((((.((.((.(((......((((((((..(....)..)))))..)))........))).)))).))))))).......)))...	linearbp	0	1	MFE
((((.(.(((((.((((((.(...((((.(((((((((....))).)).((((.........)))).......(((((.(((...))).))))).))))..)))).).))))))...............))))).)))))..........	linearbp	1472	1	MFE
.....((((((..(((..(((..(....(((((((...(((......))))))))))....)..)))....))).)))))).............((((((.(.(((((....................)))))).)))))).........	linearbp	0	1	MFE
...(.((((..(((((.(((((...)))))...))))).)))).)..((((((..(((((..((..((((((...........((((...))))...........)).))))))..))))))))))).((.(((((.....).)))).))	linearbp	0	1	MFE
..((((.((((.((((((((.....((((((.......))))))(((........)))))))))))..).)))..)))).............(((..(((((............((((....))))....))))))))............	linearbp	586	1	MFE
.(((.....(((.(((((...))))).)))((((.((((((.((((...(((..(((.((((........)))).))))))(((.(......).)))........((((.......)))))))).)))))).))))..........))).	linearbp	688	1	MFE
...((.(.(((((....(((((((.((((....))))..))))))).....))))).).))(((((((.((.......))..)))))))((((((((....))))))))(((((((.....((((............)))).))))))).	linearbp	1071	1	MFE
....((((.(((((....).))))........(((((((..(....).)))))))..))))((((......))))...(((((((.((((...((((....)))).((((.......).))).)))).))).)))).((((....)))).	linearbp	0	1	MFE
.((((...........(((((((.((...)).)))))))..(.(((((((.((((........))))))))).)).).....((((((((((((.......((((.......))))........))))))))))))...)))).......	linearbp	0	1	MFE
(((.((..(((.((((((..(((.((((((.(((((....))))))))))).).))...((..((((((.((..(((....((((((....))).)))..))).)).))))))..)).))))))...)))..))))).............	linearbp	563	1	MFE
.......(((..((.((((.......)))).))..)))...((((((((..(.(((((((((((.(((.((((((((....(.(........).)....))).))))).)))...))))).)))))).)..)))))..))).........	linearbp	0	1	MFE
..((((((((((..........))))))))))((.(.(((......))).).)).....(((((.((((........(((..((((((((((((...))))))).)))))...)))..((((.....))))........)))).))))).	linearbp	1590	1	MFE
.......(((((((((.(.(((......))).).)))....((((.(((((...))))).))))..................(((((((((........))))))))).....((((......)))).)))))).....(((....))).	linearbp	1751	1	MFE
((.((((((.(((((((((((((.(((((((((.......)))).))))).((.(((.((((((.(.((((((.((.(...(((....))).).))))))))).)))))).)))..))..)))).)))))))......)).)))))))).	linearbp	417	1	MFE
...(((........)))....((((((((...((..(((....)))....))...)))))))).((((((((.(((((.(((.................))).))))(((((((((.......))))))))).....).))))))))...	linearbp	0	1	MFE
..(((.(((..((((...((((..(((.....((((((((((((..(((((.(.(((....((((.(.((((((...)))))).).)).))))).))))))..)))).....)))))))))))..))))..))))...))).))).....	linearbp	191	1	MFE
.((((((..(((((......)))))(((((..((...((((......)))).))..)))))((((((((((((((((..((((.(.((((........)))).).))))..))))...)))))))))).)).))))))............	linearbp	1406	1	MFE
....((((.((((.(((((...((((....(((((((((..(((((.((.(..(((........))).).)).(((..((........))..)))......))))).)))))))))))))....))).....)).)))))))).......	linearbp	0	1	MFE
..........(((((((((((((......((((....))))((((((.....((((((...(.((((.....)))))...))))))...)))).)).........)))))))..))))))..((((.(((.....))).)))).......	linearbp	757	1	MFE
....((((((((..............))))))))...(((((((((((.(((((.((....)))))))...)))))).....))))).((..(((((((......)))))))...))....((((......).)))..............	linearbp	399	1	MFE
..((((((((.((((...)))).))))..((((......)))).......(((....))).))))..............(((.(((((((......((((.......))))(((((((((.......))))).)..)))))))))).)))	linearbp	856	1	MFE
((((..(((((((((..(((.(.((((...))))...).))).)))))))...))..)))).....((((((...((((((((...((....((((((.((...........)).))))))...))....)))))))))))).)).....	linearbp	189	1	MFE
..(((..((((.....((((.....))))))))..)))..((((.......))))..........(((((((((((...((((...(.(((((.((.((..((......))..)).)).))))).).....)))))))))))))))....	linearbp	0	1	MFE
((((.((.(((((.((((((........)).)))).)))))..(.(((..((((((((((.((((((.((...(((.(..(((..............)))..).)))...)).))))))..).)))))))))..))).).)).))))...	linearbp	0	1	MFE
........((((.((.(((((.((........(.(((((((((.....))))))).))).(((((...(.((((((..((((........))))..)))))))...)))))..(((((((.....)))))))..)).))))).)).))))	linearbp	0	1	MFE
((((((....((((..(((.....)))))))....)))))).......(((((...((((((..((((((((...(((........)))..)))))..)))((((((.....).)))))...((((...)))))))).))..)))))...	linearbp	0	1	MFE
.....((((..(((((((((.((((((...(((((..(((((........))))).)))))...)))))).))))).....))))...))))(.(((((..((.(((((..((((((........)))))).))))).))..))))).).	linearbp	0	1	MFE
...((((((...(((.(((((...(((........)))...))))))))...))))))..((((((.(((...........(((((......))))).....((((((((((.(((.(....).)))))).).))))))))).)))))).	linearbp	0	1	MFE
.((.(((((.(((((..(........(.(((((((...((((.......))))....))))))).)((((((.........)))))).(((((((.((............))..)))))))...)..))))).)......)))).))...	linearbp	0	1	MFE
(((((((((((((((....)))))))))(((....)))......(..((((.((...((((........))))...)).))))..)...))))))....(((((.....))))).....((((...))))..((((.....)))).....	linearbp	0	1	MFE
.........(((((((((.((((((((((((((....((..(((....((((...(.((((....))))).))))....))).)))))))))..(((.........)))....)))))))((....))........))))))))).....	linearbp	1041	1	MFE
((.((.(.(.((((.((.((((.(((......(((((....)))))(((((((..(((....)))...)))).)))(((......)))((.(((((((......))).)))).)).......))).)))).)).)))).).).))))...	linearbp	0	1	MFE
..............((((....)))).((((.((((((((..(((((....((....))..)))))...)))))))).))))...........(((..((((.(.((((.......((((........)))))))).))))).)))....	linearbp	1015	1	MFE
..(((((...(((((((((.........))).))))))...((((((((((((...))).))))...)))))(((((....)))))..((((((.(((....))).))))))(((.......)))...(((((....).)))).))))).	linearbp	727	1	MFE
((..((((.((((((..(.((((...(((....))).....)))).)..))))))(((.((((........)))).)))(((((.....)))))((((..(((((.....))))).)))).)))).)).......(((....))).....	linearbp	745	1	MFE
........(.(((((((....(((....(((((.(.(((.(((((...)))))))).).)))))(((((.(((..((.(((........))).))....))).)))))......)))...))))))).).....................	linearbp	0	1	MFE
....((....))((((((((((((....))))..))).)))))..((((((.((((((((.((((((.....))))).).))))......((.(((((((.........)))))))))((((.((((...)))).)))))))).))))))	linearbp	418	1	MFE
.((((.........(((((......)))))..((((((........))))))((((.(((.((.(((((.(.(((((((.((..(((((.....))))).))))))))).).)))))))..))).))))................)))).	linearbp	1385	1	MFE
((((((((.(((((((..((........))...)).)))))))))........(((((((.(.(((((((............))))))).).)))))))(((((.....))))).........((((.(((....))).))))))))...	linearbp	1399	1	MFE
(..((((.((((..((...))....))))))))..)..((((((((.(((.....((......))...))))))).....(((((....(((..((((.......))))..)))..)))))...(((.(((.....))).)))..)))).	linearbp	0	1	MFE
..(.(((((((((...((((((....)).))))..((((...((((.......)))).))))..))))))))).).....(((((.(((..((((..((((((...)))))).))))..)).).)))))...........((.....)).	linearbp	0	1	MFE
(((((((((((((.(.((((((((.(((((((((.(((....))).))).))).))).)).......)))))).)..))))))))(.(((((.(((((((..(((((((...))).))))....)))).)))))))).))))))......	linearbp	0	1	MFE
...((.((((.(((.....(((.((......)).))).((((.((..(((((.....)))))..)).)))).(((....)))))))))).)).........((((.....))))(((((((..((((.....).))))))))))......	linearbp	0	1	MFE
......((((((...((((.((((((....((((.(.((.((((((.(......).))))))...)).).))))...)))))).))))...)))..)))((((((..((((...((.....))...)))).......)))))).......	linearbp	540	1	MFE
...(((((((((.(((((((...)))))...................((((..((.(((.(.((((.(((.((.((..((((...)))).)).)).))).)))).).))).)).))))............)).)))))....))))....	linearbp	900	1	MFE
.((((.(((((((.((.(((((...(((((......)))))....))))).....)).))))))))))).....(((........(((((.........)))))..(.((((....)))).).((((((......))))))....)))..	linearbp	0	1	MFE
...(.(((((((..(((((((...........)))))))......)))...((((((..........))))))(((((((((.(((....))))).))))))).......)))))........(((((((.((...)).)))))))....	linearbp	0	1	MFE
.......((((.(((((.........((((...........))))((((((((.(((......(((.......)))....))).)....)))))))................(((((((.......).))))))...))))).))))...	linearbp	294	1	MFE
..((((.(((((((.(((((((..((((.((..(((((..((((.....))))..).))))..)).))))))).....)))))))))))((((((((.....(((..((.(((((......))))).))...)))))))))))...))))	linearbp	551	1	MFE
.(((....(((.((((((.((((((((..(((.((((.((..((..(((((........)).))).))............(((((.(((....))).))).)))).))))))))))))))).)..)).)))...))).....))).....	linearbp	0	1	MFE
((((....))))..(((((......)))))((((((((((((((((..((....))..)))((((((.......).))))))))))))))))))...(((((((.(..((((((..(((.....)).)..))))))....).))))))).	linearbp	0	1	MFE
.(((((((.(((((((((((((...((((((.((((((((....))))).))).......))))))..)))))).....)))).))).)....))))))..((((..(((((....(((.............)))..)))))...)))).	linearbp	1036	1	MFE
........(((...))).(((((...(.((((......)))).)....))))).(((.((((....((((........))))...(((((.......)))))(((...((..(((....)))..))...))).....)))))))......	linearbp	0	1	MFE
.....(((..((.(((((..((((((...(((.((((((....))))))))).))))))...........(.((((.((((........(((((((((....))))....))))).....))))..)))).).))))).))..)))....	linearbp	0	1	MFE
................((((.(((.((.(((((...(..(((...((((((((((.....((.....))....)))))))))))))..)...)))))..(((((......)))))...))))).)))).((((((.((...)).))))))	linearbp	0	1	MFE
(((((..((......))..)))))..((((.(((....(((((((((.((((((((..((......))....))))))))))......)))))))..(..((......))..)......)))..))))....((........))......	linearbp	0	1	MFE
...(((..((...((((((..((.(....)))..))))))..))..)))(((((....((((((...((.((((((..(((((..(((.(((.....)))))).)))))....).))))).)).)))))))))))...............	linearbp	0	1	MFE
.......(((((((((((((..((((.((((((....((((((....(.((((...)))))))))))....)))))).)))).((...((((((((.((...))))))))))...)))))))))))))))(((......)))........	linearbp	861	1	MFE
........(((((...(((((.((.((((((.....((((......((..((((..((....))((((.......)))).))))..))......))))...)))))))))))))))))).(((.(.(((......)))).))).......	linearbp	380	1	MFE
((((((...((...(((((......)))))...))...)))))).(((.....)))...........((((((((((.(..(((((.(((.((...))))).))))).......((((((((.....))))))))..).)))))))))).	linearbp	0	1	MFE
...((((((...(((((......(((....)))...((.((((......(((((..(((..........))))))))...))))...))))))).)))))).((((((((....).)))))))................(((....))).	linearbp	547	1	MFE
(((.(.((((.....(((((((((.....((((......)))).)).))))))).(((.....)))(((((((.....((.(((.......))).))(((((.((((........))))))).)))))))))..))))).))).......	linearbp	374	1	MFE
(((((.(....(((........)))..).))))).((.(((.((((((.......((....)).......))).......)))(((......)))...(((((((((.(.(....).).))))))))).(((.....)))))).))....	linearbp	0	1	MFE
.............((((.((((....))))..)))).(((.((..(((.(((((((((...(((.(.(((...(((.((((((..............)))))).)))...))).).))).......))))))))))))..)).)))....	linearbp	1064	1	MFE
............(((((((.....((.((.(((((...))))).)))).(((.((((..((((((((.(((....))).)....)))))))))))))).....(((((.....((..........))..))))).......)))))))..	linearbp	192	1	MFE
...(((((((........)))))))..(((((((..(((((....(((.((((.((((((......)).)))))))).))).)))))..)))))))................((..(((((..(........)..))))).)).......	linearbp	822	1	MFE
.((((((((.(.(((((((((....)))..))))))).))))))))..((((......)))).......((((((.((((.((((((((.((.((((.(............).)))).)).)))))))).)))...).))))))......	linearbp	0	1	MFE
.......((((...((((((((((......(((((((....))))...)))..(((.....)))(((((.((((..((((...)))).)))).)))))((((((.(...((((((.......))))))).))))))))))))))))))))	linearbp	0	1	MFE
.(((...((((..(((((..(((.(((.((((.(......(((.(((......))).)))....)))))))).)))..(((......(((....)))....)))....((((.(..(((....)))..)))))...)))))..)))))))	linearbp	305	1	MFE
(((((.(.((((((....(((((.((((....((((((......((((((((((((...)))))....)))))))....))))))..)))).))))))))))).........((.((..........)).))....).))))).......	linearbp	0	1	MFE
..(((.((((((((....))))))))....((((.((.....)).)))).......((((((....(((((.(((..(((........)))..)))...((.....)).)))))...)))).))..(((.(........))))...))).	linearbp	474	1	MFE
....(((..(((.(((.((.(((((....)))))(((((((...((((.((((.((((.(.(.((((......))).).).).))))....)))).)))).........))))))).............)).))))))..))).......	linearbp	0	1	MFE
.((.(((.......))).))((((..(((((..............(((.(((.((((.....(((((..((.....))))))).....)))).))).)))....))))).))))...(((((.((((.(.....).)))).)))))....	linearbp	160	1	MFE
........((((...(((.(((((.((..((((((((((....)))).(((((((.(........).)))))))(((........)))))))..))..))))))).))).))))((((...((((....)))).......))))......	linearbp	394	1	MFE
((((.....(((((..((.....))..))))).((((........)))).((((((.(..(((....((.((......)).))....)))..).))))))..(((....)))..(((((...........))))).....))))......	linearbp	769	1	MFE
